ticker,name,sector,country,currency,slippage_bps,local_id,delisting_date
AS4.MU,CORT.AMORIM SGPS NAM.EO 1,Forestry,Portugal,EUR,38,875180,
AS5.DE,COREBRIDGE FINANCIAL INC.,Unknown,—,EUR,20,A3DNJ2,
ASF.F,"INSPERITY INC.     DL-,01",Various services,USA,EUR,32,A1H74T,
ASME.DE,"ASML HOLDING    EO -,09",Electronics & Semiconductors,Netherlands,EUR,15,A1J4U4,
AT1.DE,"AROUNDTOWN EO-,01",Real Estate,Luxembourg,EUR,50,A2DW8Z,
AT4.DE,APPLIED IND. TECHS,Others,USA,EUR,11,861210,
ATD.F,"ATI INC.           DL-,01",Mining & Steel,USA,EUR,10,931083,
ATQP.F,VERICEL CORP.,Unknown,—,EUR,31,A12FU4,
AUD.DE,AUTODESK INC.,Internet & Software,USA,EUR,10,869964,
AUS.F,AT+S AUSTR.T.+SYSTEMT.,Electronics & Semiconductors,Austria,EUR,33,922230,
AV3.F,AVERY DENNISON       DL 1,Various services,USA,EUR,9,850354,
AV6.F,AVISTA CORP.,Energy & Water,USA,EUR,30,856142,
AVG.DE,"AVANTOR INC.       DL-,01",Biotech & Nanotech,USA,EUR,39,A2PJN6,
AVX.DE,"ADVANCED EN. INDS DL-,001",Electronics & Semiconductors,USA,EUR,10,898006,
AWC.F,AMERICAN WATER WORKS,Others,USA,EUR,9,A0NJ38,
AWG.F,"ASBURY AUTOMOTIVE  DL-,01",Vehicles,USA,EUR,29,766687,
AWM.DE,"SKYWORKS SOL.      DL-,25",Electronics & Semiconductors,USA,EUR,20,857760,
AWN.F,"ADVANCE AUTO PA. DL-,0001",Department stores & Retail,USA,EUR,19,982516,
AXA.DE,"AXA S.A. INH.     EO 2,29",Insurance,France,EUR,13,855705,
AXF1.F,CONSTR.AUX.FERR. INH.,Unknown,—,EUR,50,A2DFYS,
AXI1.F,ATOS SE NOM.EO 1,Unknown,—,EUR,37,A411MH,
AXJ.F,"EQUITABLE HLDGS    DL-,01",Unknown,—,EUR,29,A2PX9L,
AXNA.SG,AMPLIFON SPA,Unknown,—,EUR,49,A0JMJX,
AXV.F,"AXIS CAPIT. HLDGS DL -,10",Unknown,—,EUR,28,482025,
AY1.F,ALLIANT ENERGY CORP.,Energy & Water,USA,EUR,21,855870,
AY7A.SG,"ASM PAC.TECHN. NEW HD-,10",Unknown,—,EUR,42,A0M6UB,
AYB.F,"AEHR TEST SYSTEMS  DL-,01",Unknown,—,EUR,20,908802,
AYJ.F,"VALNEVA SE        EO -,15",Biotech & Nanotech,France,EUR,50,A0MVJZ,
AZ2.DE,ANDRITZ AG,Machinery & Equipment,Austria,EUR,50,632305,
AZ4N.F,ALLREAL HOLDINGS AG,Real Estate,Switzerland,EUR,11,935276,
AZ5.F,"AUTOZONE INC.      DL-,01",Department stores & Retail,USA,EUR,11,881531,
AZK0.F,HERTZ GL. HOLD. INC. NEW,Unknown,—,EUR,34,A3CSN0,
AZU.F,"EBRO FOODS NOM. EO -,60",Food,Spain,EUR,17,914506,
B0F.F,PAXMAN AB,Unknown,—,EUR,37,A2DTAT,
B0Z.SG,REDELFI SPA,Unknown,—,EUR,27,A3DN4R,
B1B.F,"PUIG BRANDS        EO-,06",Unknown,—,EUR,45,A40AE4,
B1C.F,"BAIDU A ADR DL-,000000625",Internet & Software,China,EUR,20,A0F5DE,
B1F.DE,"BUILDERS FIRSTSOUR.DL-,01",Construction & Construction Materials,USA,EUR,19,A0ER15,
B1Q.F,NRX PHARM.INC. NEW O.N.,Unknown,—,EUR,45,A4091K,
B1V1.F,BANQUE CANTONALE VAUD.SF1,Banking & Finance,Switzerland,EUR,15,A2P4UM,
B1X.DE,"RBC BEARINGS INC.  DL-,01",Unknown,—,EUR,48,A0ETU2,
B2W.F,"BORR DRILLING NEW DL -,10",Unknown,—,EUR,50,A3DAJT,
B3H.F,BORALEX INC. A,Unknown,—,EUR,26,189946,
B3K.SG,ACKERMANS + VAN HAAREN,Construction & Construction Materials,Belgien,EUR,4,869057,
B3O.F,"NORDIC AMER.TANKER.DL-,01",Unknown,—,EUR,50,394869,
B4F.F,BASIC FIT,Various services,Netherlands,EUR,21,A2AJXD,
B4M1.F,SPAREBANK 1 SOR-NOR.NK 25,Unknown,—,EUR,29,A1JR25,
B6E.F,SWEDISH ORPHAN BIOVITRUM,Biotech & Nanotech,Sweden,EUR,47,A0LA5K,
B7A.F,BANCA GENERALI    B  EO 1,Banking & Finance,Italy,EUR,33,A0LCVJ,
B7U.F,GALIANO GOLD INC.,Unknown,—,EUR,49,A2P381,
B81.F,"TPG INC CLASS A  DL-,001",Unknown,—,EUR,30,A3DC2Y,
B8S.F,MINIMED GRP INC.  O.N.,Unknown,—,EUR,38,A420FV,
B9A.F,BIOARCTIC AB B,Unknown,—,EUR,47,A2H5GS,
B9W.F,BKW AG,Energy & Water,Switzerland,EUR,20,A1JLZG,
BA3.F,"AZENTA INC.        DL-,01",Electronics & Semiconductors,USA,EUR,26,257275,
BAC.DE,"VERIZON COMM. INC. DL-,10",Telecommunications,USA,EUR,10,868402,
BAK.F,BANKINTER,Banking & Finance,Spain,EUR,40,A0MW33,
BAQ.F,"AUBAY TECHNOL. INH.EO 0,5",Internet & Software,France,EUR,50,915268,
BAS.DE,BASF AG O.N.,Chemistry,Germany,EUR,21,BASF11,
BAYN.DE,BAYER AG O.N.,Chemistry,Germany,EUR,21,BAY001,
BB1.F,"BARRETT BUS. SVCS  DL-,01",Unknown,—,EUR,34,886799,
BB4.F,"AXOS FINANCIAL     DL-,01",Unknown,—,EUR,32,A2N5Y2,
BBDC.F,BOMBARDIER INC. CL. B,Unknown,—,EUR,32,A3DMJG,
BBN1.F,"BLACKSTONE INC. DL-,00001",Unknown,—,EUR,12,A2PM4W,
BBZA.SG,"BB BIOTECH NAM.   SF 0,20",Investments & Holdings,Switzerland,EUR,16,A0NFN3,
BC0.F,"BOISE CASCADE CO. DL -,01",Unknown,—,EUR,20,A1KCND,
BC1P.F,BARCO N.V.,Elektrische Geräte,Belgien,EUR,23,A2P7YV,
BC8.DE,BECHTLE AG O.N.,Internet & Software,Germany,EUR,32,515870,
BCE1.F,BCE INC. NEW,Telecommunications,Canada,EUR,28,A0J3LN,
BCJ.F,"BASICNET          EO 0,52",Unknown,—,EUR,50,929285,
BCLN.F,BARRY CALLEBAUT,Food,Switzerland,EUR,20,914661,
BCO.MU,BOEING CO. DL 5,Aircraft & Space,USA,EUR,10,850471,
BCV.F,CVB FINANCIAL CORP.,Banking & Finance,USA,EUR,27,925673,
BCY.F,BARCLAYS,Banking & Finance,Great Britain,EUR,38,850403,
BDO.F,CLARUS CORP.,Unknown,—,EUR,50,A2DWAE,
BDSB.DE,BCO DE SABADELL,Banking & Finance,Spain,EUR,50,A0MRD4,
BDT.DE,BERTRANDT AG O.N.,Vehicles,Germany,EUR,32,523280,
BDU.F,BONDUELLE INH.       EO 7,Food,France,EUR,44,915165,
BE4A.F,"BEAZER HOMES USA   DL-,01",Unknown,—,EUR,42,A1J51W,
BEI.DE,BEIERSDORF AG O.N.,Pharma & Cosmetics,Germany,EUR,35,520000,
BEM.F,MATERION CORP.       DL 1,Electronics & Semiconductors,USA,EUR,9,A1JH3T,
BEW.F,DIVERSIFIED ROYALTY,Unknown,—,EUR,50,A12C65,
BF5A.F,BROWN-FORMAN CORP B DL-15,Alcohol & Tobacco,USA,EUR,30,856693,
BFSA.DE,BEFESA S.A. ORD. O.N.,Others,Luxembourg,EUR,50,A2H5Z1,
BGJ.F,SAVENCIA S.A. INH.   EO 1,Food,France,EUR,50,865541,
BGLA.SG,BIOGAIA AB   B       O.N.,Unknown,—,EUR,50,A3DL7T,
BGW.F,"BORGWARNER INC.    DL-,01",Vehicles,USA,EUR,20,887320,
BH3.DE,"PTC THERAPEUTICS  DL-,001",Unknown,—,EUR,20,A1W0MW,
BHA.DE,"BRIGHT HOR.FAM.SO.DL-,001",Unknown,—,EUR,45,A1KB0K,
BHI.F,BLACK HILLS CORP.,Oil & Gas,USA,EUR,20,867434,
BHJC.F,"BILIA AB A FRIA   SK 2,50",Unknown,—,EUR,36,A2DS4F,
BHP.SG,"BHP GROUP ADR 2/DL-,50",Resources,Australia,EUR,50,863578,
BIC.F,"BTCS INC.         DL-,001",Unknown,—,EUR,50,A3CSSL,
BIF.F,"SOCIETE BIC INH. EO 3,82",Consumer goods Diverse,France,EUR,18,860804,
BIJ.DE,BIJOU BRIGITTE O.N.,Textiles & Clothes,Germany,EUR,50,522950,
BIV.F,"BIT DIGITAL INC.  DL -,01",Unknown,—,EUR,50,A2QFQV,
BJX1.F,"BIOLIFE SOLUTIONS DL-,001",Unknown,—,EUR,44,A1XCF2,
BK2.F,"BUCKLE INC.        DL-,01",Textiles & Clothes,USA,EUR,28,884929,
BKD.F,"BRUKER CORP.      DL -,01",Unknown,—,EUR,30,813534,
BKHT.DE,BROCKHAUS TECHN. NA O.N.,Investments & Holdings,Germany,EUR,39,A2GSU4,
BKJ.F,BRINKER INTERNATIONAL INC.,Hospitality and Tourism,USA,EUR,11,881396,
BKMA.F,BURKHALTER HOLDING,Elektrische Geräte,Switzerland,EUR,28,A1WZP3,
BL9B.F,"BALCHEM CORP. B   DL-,067",Chemistry,USA,EUR,11,905650,
BM8.F,BIOMARIN,Pharma & Cosmetics,USA,EUR,30,924801,
BMT.SG,BRIT AM TOBACCO,Alcohol & Tobacco,Great Britain,EUR,41,916018,
BMU.F,"BENCHMARK EL. INC. DL-,10",Electronics & Semiconductors,USA,EUR,22,885906,
BMW.DE,BAY.MOTOREN WERKE AG ST,Vehicles,Germany,EUR,25,519000,
BMW3.DE,BAY.MOTOREN WERKE  VZO,Vehicles,Germany,EUR,33,519003,
BNF.F,BILLERUD AB,Others,Sweden,EUR,44,807435,
BNK.F,"BLACKBAUD INC.    DL-,001",Internet & Software,USA,EUR,41,A0B9Q0,
BNR.DE,BRENNTAG SE NA O.N.,Others,Germany,EUR,27,A1DAHH,
BNU.F,"BANKUNITED INC.    DL-,01",Unknown,—,EUR,47,A1H51S,
BO1.F,"BIOCRYST PHARMAC.  DL-,01",Pharma & Cosmetics,USA,EUR,40,896047,
BO4.F,BORREGAARD ASA,Unknown,—,EUR,39,A1J5TM,
BO5.DE,"BOYD GAMING CORP.  DL-,01",Others,USA,EUR,33,896499,
BO8.F,"BANK OZK           DL-,01",Banking & Finance,USA,EUR,30,A2JQ1Z,
BO9.SG,"BOSTON PROPERTIES DL-,01",Banking & Finance,USA,EUR,21,907550,
BOA.F,"BANK OF EAST ASIA LTD., THE",Banking & Finance,Hongkong,EUR,50,868943,
BOF.SG,BK OF CHINA (HONGKONG),Banking & Finance,Hongkong,EUR,50,661725,
BOK.F,BOOZT AB,Unknown,—,EUR,50,A2DR6B,
BOO.F,BLOOMIN' BRANDS,Hospitality and Tourism,USA,EUR,40,A1JWXL,
BOP.F,"BOLLORE INH.      EO 0,16",Others,France,EUR,50,875558,
BOSS.DE,HUGO BOSS AG NA O.N.,Textiles & Clothes,Germany,EUR,27,A1PHFF,
BOV.F,"APYX MEDICAL      DL-,001",Unknown,—,EUR,49,A2PBJC,
BOX.F,"BECTON, DICKINSON",Healthcare & Medicine,USA,EUR,10,857675,
BOY.DE,BCO BILBAO VIZ.ARG.,Banking & Finance,Spain,EUR,10,875773,
BP2A.SG,"AIKIDO PHARMA      DL-,01",Unknown,—,EUR,50,A3DMBK,
BPM.MU,BANCO BPM SPA,Banking & Finance,Italy,EUR,7,A2DJF1,
BR30.F,NIOCORP DEVELOPMENTS,Unknown,—,EUR,50,A3D7SC,
BRYN.F,BERKSHIRE HATHAWAY A DL 5,Investments & Holdings,USA,EUR,12,854075,
BROC.F,"BRIGHTHOUSE FINANCIAL INC. REGISTERED SHARES DL -,",Unknown,—,EUR,46,A2DUDM,
BRP.F,"CALERES INC.       DL-,01",Textiles & Clothes,USA,EUR,40,A14T37,
BRU.F,MBANK S.A.           ZY 4,Banking & Finance,Polen,EUR,50,884537,
BRZ0.F,BEIJER REF AB B,Unknown,—,EUR,41,A3CMPX,
BS81.DE,"BENTLEY SYSTEMS B  DL-,01",Unknown,—,EUR,30,A2QDK6,
BSD.F,BANCO SANTANDER,Banking & Finance,Spain,EUR,21,858872,
BSFA.F,"ANI PHARMACEUT.  DL-,0001",Unknown,—,EUR,35,A1W15D,
BSL.DE,BASLER AG O.N.,Electronics & Semiconductors,Germany,EUR,50,510200,
BSN.SG,"DANONE S.A. EO -,25",Food,France,EUR,14,851194,
BT3.F,LINEAGE CELL THERAP.,Unknown,—,EUR,50,A2PP89,
BTL.F,BAXTER INT INC,Healthcare & Medicine,USA,EUR,31,853815,
BTW.F,"BROWN + BROWN      DL-,10",Insurance,USA,EUR,19,896895,
BUHA.F,BUCHER INDUSTRIES,Machinery & Equipment,Switzerland,EUR,15,A0EAHZ,
BUI.F,BURLINGTON STORES INC.,Unknown,—,EUR,34,A1W54Y,
BUOB.F,BANG+OLUFSEN NAM.    DK 5,Unknown,—,EUR,50,871970,
BUW.F,"BIO-RAD LABORATORIES INC. REG. SHARES CLASS A DL-,",Healthcare & Medicine,USA,EUR,12,865406,
BUY.F,"BEST BUY CO.       DL-,10",Department stores & Retail,USA,EUR,19,873629,
BV0.F,BRAVIDA HOLDING AB,Unknown,—,EUR,43,A140RV,
BV3.DU,BAVARIAN NORDIC A/S,Unknown,—,EUR,36,917165,
BV4.F,"BOUVET ASA         NK 0,1",Unknown,—,EUR,44,A0MSSM,
BVB.DE,BORUSSIA DORTMUND,Others,Germany,EUR,50,549309,
BW3.F,"BABCOCK INTL GRP   LS-,60",Others,Great Britain,EUR,50,877431,
BW9.F,"SANDISK CORP.     DL -,01",Unknown,—,EUR,29,A411ZM,
BWB.DE,BAADER BANK AG,Banking & Finance,Germany,EUR,50,508810,
BWI.F,"BRUNSWICK CORP.    DL-,75",Various commercial firms,USA,EUR,35,850531,
BWJ.SG,BOLIDEN AB,Unknown,—,EUR,40,A3D69V,
BX7.F,PROXIMUS S.A.,Telecommunications,Belgien,EUR,23,A0B9FU,
BYG.F,BOUYGUES SA INH.     EO 1,Construction & Construction Materials,France,EUR,42,858821,
BYNN.F,"RUBIS INH. NOUV.  EO 1,25",Oil & Gas,France,EUR,22,A2DUVQ,
BZ1.F,ASSYSTEM S.A. INH.   EO 1,Unknown,—,EUR,50,928721,
BZ3.SG,SIPEF SA (POST SPLIT),Unknown,—,EUR,50,A0RK8D,
BZ4.F,"TE CONNECTIVITY   DL-,01",Unknown,—,EUR,28,A40R4H,
BZ9.F,BOOZ ALL.HAM. CL.A DL-001,Unknown,—,EUR,19,A1C599,
C15.F,EMPIRE CO. LTD A,Others,Canada,EUR,50,889201,
C17.F,CORVUS PHARMACEUTICALS INC.,Unknown,—,EUR,29,A2AFXS,
C1C1.SG,CARGOTEC CORP. B,Unknown,—,EUR,18,A40G0F,
C1P.F,"CONSUN PHARMAC.GR.HD -,10",Unknown,—,EUR,50,A1XAEC,
C2H.F,COPA HOLDINGS CL.A O.N.,Unknown,—,EUR,8,A0H1Q1,
C4G0.F,51 TALK ONL. SP.ADR A  60,Unknown,—,EUR,29,A3DZX6,
C520.F,ENOVIS CORP.,Unknown,—,EUR,27,A3DHHV,
C57.SG,"CARRIAGE SVCS      DL-,01",Unknown,—,EUR,28,902313,
C61.DU,EMERA INC.,Elektrische Geräte,Canada,EUR,27,918088,
C6F.F,"CBRAIN AS         DK -,25",Unknown,—,EUR,50,A0JDT8,
C6G.MU,COSCO SHIP.HLDG,Transport,China,EUR,50,A0M4XG,
C6K0.F,"AVALO THERAPEUT.  DL-,001",Unknown,—,EUR,23,A3E2FR,
C6V.F,HEADWATER EXPLORATION INC,Unknown,—,EUR,50,A2P1KZ,
C7A0.F,CONT.AMPEREX TECH. A HD 1,Unknown,—,EUR,34,A418NB,
C7C1.F,OUTDOOR HLD.,Unknown,—,EUR,50,A2DLLC,
C7G.F,IGM FINANCIAL INC.,Banking & Finance,Canada,EUR,20,A0CBFW,
C7N.F,"CROCS INC. DL-,001",Textiles & Clothes,USA,EUR,23,A0HM52,
C7T.F,"CTT-CORREIOS DE PO.EO 0,5",Transport,Portugal,EUR,50,A1W9RB,
C83.F,"CAMPING WORLD CL.A DL-,01",Unknown,—,EUR,41,A2AR5B,
C9F.DE,"CHIPOTLE MEX.GR.  DL -,01",Hospitality and Tourism,USA,EUR,27,A0ESP5,
C9N0.F,"STELLAR BANCORP   DL -,01",Unknown,—,EUR,50,A3DW1V,
C9X0.DE,CORE NATURAL RESOURCES,Unknown,—,EUR,20,A40ZGW,
CA68405H1001.SG,OPTIMI HEALTH CORP.,Unknown,—,EUR,50,A411WC,
CA8A.F,CACI INTERNATIONAL INC.,Internet & Software,USA,EUR,9,906006,
CAD.F,"CIE AUTOMOTIVE INH.EO-,25",Vehicles,Spain,EUR,50,A0J2ML,
CAO.F,CONAGRA BRANDS INC.  DL 5,Food,USA,EUR,30,861259,
CAR.MU,"CARREFOUR S.A. INH.EO 2,5",Department stores & Retail,France,EUR,22,852362,
CAT1.DE,CATERPILLAR INC. DL 1,Machinery & Equipment,USA,EUR,10,850598,
CBE.F,MERSEN S.A. INH.     EO 2,Unknown,—,EUR,43,852488,
CBGB.F,CARLSBERG,Alcohol & Tobacco,Denmark,EUR,13,861061,
CBHD.F,COLOPLAST,Chemistry,Denmark,EUR,12,A1KAGC,
CBK.DE,COMMERZBANK AG,Banking & Finance,Germany,EUR,35,CBK100,
CBO0.F,"IMUNON INC. NEW    DL-,01",Unknown,—,EUR,50,A41CNR,
CBT.F,CABOT CORP.          DL 1,Chemistry,USA,EUR,20,856744,
CC3.F,"CASS INFORM.       DL-,50",Unknown,—,EUR,47,917071,
CC5.F,COCA-COLA CONSOL.INC.DL 1,Unknown,—,EUR,9,860150,
CCC3.DE,"COCA-COLA CO. DL-,25",Alcohol & Tobacco,USA,EUR,6,850663,
CCT.F,"CENTURY COMMUNIT.  DL-,01",Unknown,—,EUR,48,A114W9,
CDM1.F,COEUR MINING INC.,Resources,USA,EUR,30,A0RNL2,
CDS.DE,"CADENCE DESIGN SYS DL-,01",Electronics & Semiconductors,USA,EUR,11,873567,
CDW.F,"CDW CORP.          DL-,01",Internet & Software,USA,EUR,9,A1W0KL,
CE1.F,"PERDOCEO EDUCATION DL-,01",Various services,USA,EUR,34,A2PXSY,
CE9.F,CAE INC.,Elektrische Geräte,Canada,EUR,9,854167,
CEC.DE,CECONOMY AG  INH O.N.,Investments & Holdings,Germany,EUR,50,725750,
CEZ.F,CEZ,Energy & Water,Czech Republic,EUR,43,887832,
CF2.F,"CHEESECAKE FACTORY DL-,01",Hospitality and Tourism,USA,EUR,20,884888,
CFJA.DU,"CERES POWER HLDGS  LS-,10",Unknown,—,EUR,50,A2NB49,
CFJ.F,CERES POWER HLD(UNSP.ADR),Unknown,—,EUR,50,A2QRX9,
CFZ.DE,"CULLEN/FROST BANKE.DL-,01",Banking & Finance,USA,EUR,39,906913,
CG5.F,COMMUNITY HEALTH SYSTEMS,Healthcare & Medicine,USA,EUR,50,939156,
CGD.DE,"CNX RES CORP.      DL-,01",Resources,USA,EUR,30,A2H8TZ,
CGM.F,CAPGEMINI SE INH. EO 8,Internet & Software,France,EUR,10,869858,
CGN.SG,CIGNA CORP. NEW      DL 1,Insurance,USA,EUR,10,A2PA9L,
CGZ.F,"COGNEX CORP.      DL-,002",Elektrische Geräte,USA,EUR,20,878090,
CH1A.F,C.H. ROB. WORLDWIDE NEW,Transport,USA,EUR,10,A0HGF5,
CH2.F,LUCID GROUP INC. NEW O.N.,Unknown,—,EUR,45,A41FLM,
CH6.F,CLEAN HARBORS INC.,Environment & Recycling,USA,EUR,8,876514,
CHO.F,CONDUIT HOLDINGS LTD,Unknown,—,EUR,50,A2QHL6,
CHQ1.MU,"CHENIERE ENERGY   DL-,003",Unknown,—,EUR,22,580884,
CHR.DE,CHURCHILL DOWNS INC.,Others,USA,EUR,33,923011,
CHV.DE,CHEVRON,Oil & Gas,USA,EUR,10,852552,
CHY.F,CHEMOMETEC AS        DK 1,Unknown,—,EUR,45,A0MS80,
CIE1.DE,"CIENA CORP. NEW    DL-,01",Telecommunications,USA,EUR,9,A0LDA7,
CIH.F,FINNING INTL INC.,Machinery & Equipment,Canada,EUR,42,885970,
CIS.DE,"CISCO SYSTEMS    DL-,001",Computer & Network,USA,EUR,11,878841,
CIT.DE,CINTAS CORP.,Textiles & Clothes,USA,EUR,10,880205,
CJ1.F,BLUENORD ASA,Unknown,—,EUR,49,A0MYHV,
CJ2.F,RINGK.LANDBOBK       DK 1,Unknown,—,EUR,29,A2DSNH,
CJ6.F,Cameco Corp.,Resources,Canada,EUR,20,882017,
CJ8A.F,CARGOJET INC. VAR VTG,Unknown,—,EUR,49,A2PKMF,
CJA1.F,ALIMENTATION COUCHE-TARD,Unknown,—,EUR,33,A3DSL8,
CJVA.F,"TIPTREE INC.      DL-,001",Unknown,—,EUR,33,A1W15L,
CK0.SG,"COCA-COLA EU.PA.  EO -,01",Alcohol & Tobacco,Great Britain,EUR,23,A2AJ8Q,
CK3.F,CARS.COM,Unknown,—,EUR,50,A2DRMF,
CKR.DU,QFIN HOLDINGS   SP.ADR/2,Unknown,—,EUR,37,A2PDLQ,
CKX.F,"CRYOPORT INC.      DL-,01",Unknown,—,EUR,40,A14THD,
CL2.F,CYBERAGENT INC.,Unknown,—,EUR,50,936388,
CLE.DE,CARLISLE COS. INC.   DL 1,Others,USA,EUR,10,871884,
CLH.F,CARDINAL HEALTH INC.,Department stores & Retail,USA,EUR,9,880206,
CLIQ.DE,CLIQ DIGITAL AG  NA O.N.,Unknown,—,EUR,50,A35JS4,
CLRN.MU,CLARIANT NA,Chemistry,Switzerland,EUR,18,895929,
CM2.F,"CAL-MAINE FOODS    DL-,01",Food,USA,EUR,21,907664,
CM8.F,"COMPASS MINER.INTL DL-,01",Chemistry,USA,EUR,37,A0BKZZ,
CM9.DE,"VISTANCE NETW.INC.DL-,01",Computer & Network,USA,EUR,32,A1W5SD,
CMAB.F,"MAPFRE S.A. NOM.  EO -,10",Insurance,Spain,EUR,15,A0LCRN,
CMS.F,COMMERCIAL METALS CO.,Mining & Steel,USA,EUR,37,855786,
CMZ.F,CAMTEK LTD.,Unknown,—,EUR,25,A0H0YX,
CN2.F,CATALYST PHARM.INC.DL-001,Unknown,—,EUR,37,A0LCUL,
CN7.F,"CATHAY GENERAL     DL-,01",Banking & Finance,USA,EUR,47,923184,
CNH.F,"CNA FIN.          DL 2,50",Unknown,—,EUR,28,856402,
CNP.DE,INGREDION INC.,Food,USA,EUR,20,A1JYNM,
CO3A.SG,"COTY INC.CL.A     DL -,01",Pharma & Cosmetics,USA,EUR,28,A1WY6X,
CO6.SG,COPART INC.,Internet & Software,USA,EUR,30,893807,
CO8.F,"CONCENTRIX CORP. DL-,0001",Unknown,—,EUR,31,A2QG33,
COF.F,COFINIMMO,Real Estate,Belgien,EUR,9,914421,
COK.DE,CANCOM SE O.N.,Internet & Software,Germany,EUR,50,541910,
CON.DE,CONTINENTAL AG O.N.,Vehicles,Germany,EUR,19,543900,
COS.F,CNO FINANCIAL GROUP INC.,Insurance,USA,EUR,23,A1CYFY,
COY.DE,"TAPESTRY INC. REGISTERED SHARES DL -,01",Textiles & Clothes,USA,EUR,12,A2JSR1,
COZ.F,COGNIZANT TECHNOLOGY SOLUTIONS,Internet & Software,USA,EUR,30,915272,
CP5.F,CHILDREN'S PLACE INC.,Textiles & Clothes,USA,EUR,50,909471,
CPA.HM,COLGATE-PALMOLIVE    DL 1,Pharma & Cosmetics,USA,EUR,21,850667,
CPIA.F,CHIPMOS TECH.ADR 20 TA10,Unknown,—,EUR,47,A2N8SZ,
CPZ1.F,COUSINS PTIES INC.   DL 1,Unknown,—,EUR,40,A2PL1S,
CQD.DE,CHARTER COMMUNICATIONS INC.,Telecommunications,USA,EUR,10,A2AJX9,
CQY.F,"CONSTRUCTION PART DL-,001",Unknown,—,EUR,25,A2JMXF,
CR6.F,WOLFSPEED INC. O.N.,Unknown,—,EUR,30,A41JEH,
CRG.SG,"CRH PLC            EO-,32",Unknown,—,EUR,21,864684,
CRIN.F,UNICREDIT,Banking & Finance,Italy,EUR,16,A2DJV6,
CRIP.SG,UNICREDIT S.P.A. ADR,Unknown,—,EUR,27,A2PAMZ,
CRLN.F,CICOR TECHNOLOGIES S.A. NAM.-AKT. SF 10,Others,Switzerland,EUR,14,913744,
CRS1.SG,"ERCROS SA INH.    EO 0,30",Unknown,—,EUR,50,A0YBXV,
CRU.F,CIRRUS LOGIC INC.,Computer & Network,USA,EUR,11,877381,
CS1.DE,"EXPAND ENERGY      DL-,01",Unknown,—,EUR,20,A2QPFF,
CS7.F,COMSYS HLDGS CORP.,Unknown,—,EUR,50,358654,
CSA.F,"ACCENTURE A   DL-,0000225",Internet & Software,Irland,EUR,10,A0YAQA,
CSC.DE,"CAMPBELLS CO.    DL-,0375",Food,USA,EUR,30,850561,
CSF.F,THALES S.A.          EO 3,Aircraft & Space,France,EUR,17,850842,
CSG.SG,"CMS ENERGY CORP.   DL-,01",Energy & Water,USA,EUR,19,850795,
CSUA.F,"CORBION N.V. NAM.  EO-,25",Food,Netherlands,EUR,50,A1W60Y,
CT2.F,"GROUPE CRIT INH. EO 0,36",Unknown,—,EUR,50,930172,
CTO.DE,"COSTCO WHOLESALE  DL-,005",Department stores & Retail,USA,EUR,10,888351,
CTP2.DE,COMCAST,Telecommunications,USA,EUR,31,157484,
CTV.F,HELIX ENERGY SOLUTIONS,Oil & Gas,USA,EUR,42,A0JD3R,
CTW0.F,CELESTICA INC. O.N.,Unknown,—,EUR,15,A406LU,
CU2.F,"CERUS CORP.       DL-,001",Healthcare & Medicine,USA,EUR,45,905249,
CU3.F,COHU INC.            DL 1,Electronics & Semiconductors,USA,EUR,19,856506,
CUCA.F,"AVIS BUDGET GROUP  DL-,01",Others,USA,EUR,11,A0KEE9,
CUM.DE,"CUMMINS INC.      DL 2,50",Machinery & Equipment,USA,EUR,10,853121,
CUW.F,COLUMBIA SPORTSWEAR COMPANY,Unknown,—,EUR,43,912855,
CUX1.F,CARMILA S.A.S.,Real Estate,France,EUR,35,A0YFKD,
CV0.F,CARVANA CO.,Internet & Software,USA,EUR,20,A2DPW1,
CVA.F,"CLEVELAND-CLIFFS  DL-,125",Others,USA,EUR,29,A2DVSM,
CVC1.SG,"CARNIVAL CORP. LTD DL-,01",Unknown,—,EUR,20,A42BYX,
CVS.DU,"CVS HEALTH CORP.   DL-,01",Consumer goods Diverse,USA,EUR,9,859034,
CVZ.F,VERMILION ENERGY INC.,Oil & Gas,Canada,EUR,44,A1C4MN,
CW2.F,CONSOLIDATED WATER CO.,Energy & Water,Cayman Islands,EUR,27,913867,
CW3.F,"LOUIS HACHETTE GRP EO-,20",Unknown,—,EUR,48,A40V35,
CWN.F,CROWN HOLDINGS INC.,Unknown,—,EUR,29,252092,
CWT.F,CURTISS-WRIGHT       DL 1,Electronics & Semiconductors,USA,EUR,38,850852,
CX0.F,CINEPLEX INC.,Unknown,—,EUR,50,A1H5KZ,
CX91.F,"COMSTOCK RES INC.  DL-,50",Oil & Gas,USA,EUR,30,A2APM4,
CXA.F,CALIX INC.,Internet & Software,USA,EUR,30,A1CVEW,
CXD.F,CENOVUS ENERGY INC.,Oil & Gas,Canada,EUR,15,A0YD8C,
CXGH.SG,GOLDWIND SCIE.+TECHNO. H,Unknown,—,EUR,50,A1C0QD,
CXM.DE,CHEMED CORP.         DL 1,Various services,USA,EUR,28,A0CBF4,
CXR.DU,CSX,Transport,USA,EUR,30,865857,
CXU.DE,CHURCH + DWIGHT CO. DL 1,Chemistry,USA,EUR,19,864371,
