Code,Name,Isin,Country,Exchange,Currency,Type
1YI1,Purple Biotech Ltd,US74638P1093,Germany,F,EUR,Common Stock
1YJ,LM FNDG. AMER. DL-001,US5020744042,Germany,F,EUR,Common Stock
1YT,HUT 8 MINING CORP (NEW),CA44812T1021,Germany,F,EUR,Common Stock
1Z1,PEEKABOO BEANS,CA70538A1012,Germany,F,EUR,Common Stock
1ZD,INTEROIL EXPL.+PRO.NK-50,NO0010284318,Germany,F,EUR,Common Stock
1ZR,ATL.COAST.ACQ.A DL-0001,US0484531043,Germany,F,EUR,Common Stock
1ZR0,ATLANTIC COASTAL ACQ. UT,US0484532033,Germany,F,EUR,Common Stock
1ZS,LAURITZ.COM GP.A/S DK-10,DK0060733368,Germany,F,EUR,Common Stock
1ZVA,POWERBAND SOLUTIONS INC.,CA73934B4001,Germany,F,EUR,Common Stock
1ZX,Chakana Copper Corp,CA15748D1069,Germany,F,EUR,Common Stock
1ZY_old,Zayo Group Holdings Inc,CA58404N1096,Germany,F,EUR,Common Stock
20D,Cidara Therapeutics Inc,US1717571079,Germany,F,EUR,Common Stock
20D0,"Cidara Therapeutics, Inc.",US1717572069,Germany,F,EUR,Common Stock
210,S+W SEED CO. DL -001,US7851351046,Germany,F,EUR,Common Stock
214,ANEBULO PHARMAC. DL-001,US0345691036,Germany,F,EUR,Common Stock
21A,LOYALTY VENTURES DL-01,US54911Q1076,Germany,F,EUR,Common Stock
21J,Jounce Therapeutics Inc,US4811161011,Germany,F,EUR,Common Stock
21K,SACGASCO LTD,AU000000SGC8,Germany,F,EUR,Common Stock
21P1,Aurora Cannabis Inc,CA05156X8504,Germany,F,EUR,Common Stock
21S1,Spirit Realty Capital Inc,US84860W3007,Germany,F,EUR,Common Stock
21V1,GCX METALS LTD.,AU0000220865,Germany,F,EUR,Common Stock
22D,OBSEVA SA SF-076923,CH0346177709,Germany,F,EUR,Common Stock
22R1,ContraFect Corporation,US2123263004,Germany,F,EUR,Common Stock
22SA,NUWELLIS INC. -0001,US67113Y4052,Germany,F,EUR,Common Stock
22X,SERNEKE GROUP AB B O.N.,SE0007278841,Germany,F,EUR,Common Stock
23B0,QUANTUM BATTERY MET. CORP,CA74765C1032,Germany,F,EUR,Common Stock
23I,Intra-Cellular Therapies Inc,US46116X1019,Germany,F,EUR,Common Stock
23J0,PROMIS NEUROSCIENCES,CA74346M4065,Germany,F,EUR,Common Stock
23N,Nuvo Pharmaceuticals Inc,CA67092F1045,Germany,F,EUR,Common Stock
23Q,VIVO Cannabis Inc,CA92845J1049,Germany,F,EUR,Common Stock
23U,BUSHVELD MINERALS LS-01,GG00B4TM3943,Germany,F,EUR,Common Stock
241A,Centennial Resource Development Inc,US15136A1025,Germany,F,EUR,Common Stock
24L,Lithium Power International Limited,AU000000LPI1,Germany,F,EUR,Common Stock
24O0,RESHAPE LIFESCIENCES,US76090R2004,Germany,F,EUR,Common Stock
24P,Curro Holdings Limited,ZAE000156253,Germany,F,EUR,Common Stock
24Q,WELLARD LTD,AU000000WLD8,Germany,F,EUR,Common Stock
24V,VESTJYSK BANK NAM. DK 1,DK0010304500,Germany,F,EUR,Common Stock
24W5,Ferguson Plc,JE00BJVNSS43,Germany,F,EUR,Common Stock
256,AZURE POWER GLOBAL DL-01,MU0527S00004,Germany,F,EUR,Common Stock
25K,Karyopharm Therapeutics Inc,US48576U1060,Germany,F,EUR,Common Stock
25Y0,AMCOMRI ENTERTAINM. INC.,CA02341J1021,Germany,F,EUR,Common Stock
26B0,GOAT INDUSTRIES LTD.,CA38021J1030,Germany,F,EUR,Common Stock
26E,ESTIA HEALTH LTD,AU000000EHE2,Germany,F,EUR,Common Stock
26HA,HELIUS MEDICAL TECHNOLOG.,US42328V6039,Germany,F,EUR,Common Stock
26K0,STRATEGIC MINERALS EUR.,CA86276J1049,Germany,F,EUR,Common Stock
26M,Mirati Ther,US60468T1051,Germany,F,EUR,Common Stock
26N,Netcents Technology Inc,CA64112G1054,Germany,F,EUR,Common Stock
26O,OKAPI RESOURCES LTD,AU000000OKR7,Germany,F,EUR,Common Stock
26O0,Global Uranium and Enrichment Limited,AU0000308157,Germany,F,EUR,Common Stock
26P,Pfenex Inc,CA87975Q1000,Germany,F,EUR,Common Stock
26X,DEXIN CHINA HLD. DL-0005,KYG2751H1020,Germany,F,EUR,Common Stock
272_old,Spark Therapeutics Inc,PLMBION00016,Germany,F,EUR,Common Stock
279,APG|SGA SA,CH0019107025,Germany,F,EUR,Common Stock
27F,Kala Pharmaceuticals Inc,US4831192020,Germany,F,EUR,Common Stock
27H,Hello Pal International Inc,CA4234071054,Germany,F,EUR,Common Stock
27M0,MELROSE IND. UNSP.ADR/4,US5856463006,Germany,F,EUR,Common Stock
27MB,MELR IN PLC LS-076190476,GB00BNR5MZ78,Germany,F,EUR,Common Stock
27N,CANNOVUM AG INH O.N.,DE000A2LQU21,Germany,F,EUR,Common Stock
27P,PACT GROUP HLDGS,AU000000PGH3,Germany,F,EUR,Common Stock
27T,First Eagle Alternative Capital BDC Inc,US26943B1008,Germany,F,EUR,Common Stock
27V,Avantium N.V,NL0012047823,Germany,F,EUR,Common Stock
288,Veritiv Corporation,US9234541020,Germany,F,EUR,Common Stock
28MA,CIELO SA SPONS. ADR 1,US1717782023,Germany,F,EUR,Common Stock
28S,STAFFING 360 SOL.DL-00001,US8523875057,Germany,F,EUR,Common Stock
28W0,ASTON MINERALS LTD,AU0000128787,Germany,F,EUR,Common Stock
290A,CHINOOK THERAP. DL-0001,US16961L1061,Germany,F,EUR,Common Stock
2990,BEST INC. SPONS. ADR/1A,US08653C5022,Germany,F,EUR,Common Stock
29B,Bufab AB,SE0005677135,Germany,F,EUR,Common Stock
29D0,BIT BROTHER LTD.,VGG1144D1252,Germany,F,EUR,Common Stock
29HA,LIBERO COPPER+GOLD CORP.,CA53014U3047,Germany,F,EUR,Common Stock
29Q1,GAMESQUARE ESPORTS INC,CA36468F1053,Germany,F,EUR,Common Stock
29S,TAM JAI INTERNATIONAL CO.,HK0000784121,Germany,F,EUR,Common Stock
29Y,SPEXIS AG,CH0106213793,Germany,F,EUR,Common Stock
29ZA,AGEAGLE AERIAL SYS DL-001,US00848K1016,Germany,F,EUR,Common Stock
2A5,AXION VENTURES INC.,CA05465L1004,Germany,F,EUR,Common Stock
2AK,SPIFFBET AB,SE0006913497,Germany,F,EUR,Common Stock
2AM,American Manganese Inc,CA02735A1057,Germany,F,EUR,Common Stock
2AR1,ARMOUR Residential REIT Inc,US0423155078,Germany,F,EUR,Common Stock
2BC_old,GOLD LION RESOURCES INC.,CA38063L1076,Germany,F,EUR,Common Stock
2BN,Barnes & Noble Education Inc,US06777U1016,Germany,F,EUR,Common Stock
2BV,Brightcove Inc,US10921T1016,Germany,F,EUR,Common Stock
2C0,Coupa Software Inc,US22266L1061,Germany,F,EUR,Common Stock
2C3,SOS LTD A SP.ADR NEW/500,US83587W2052,Germany,F,EUR,Common Stock
2CB0,CALITHERA BIOSCIEN.DL-001,US13089P5070,Germany,F,EUR,Common Stock
2CC2,SEARCHLIGHT RES INC.,CA81222L1058,Germany,F,EUR,Common Stock
2CL_old,CALIBRE GROUP,US10806X1028,Germany,F,EUR,Common Stock
2CX,ChemoCentryx Inc,US16383L1061,Germany,F,EUR,Common Stock
2D9,Ascendant Resources Inc,CA0435041094,Germany,F,EUR,Common Stock
2DD,ECORE GROUP AB,SE0013888963,Germany,F,EUR,Common Stock
2DE,GENPREX INC DL-001,US3724461047,Germany,F,EUR,Common Stock
2DK,PURANIUM ENERGY LTD.,CA74609E1097,Germany,F,EUR,Common Stock
2DN,Concentric AB (publ),SE0003950864,Germany,F,EUR,Common Stock
2DV,DRONE VOLT SACA EO -03,FR0013088606,Germany,F,EUR,Common Stock
2DZ,BREDBAND2 I SKAND.SK0025,SE0000648669,Germany,F,EUR,Common Stock
2E4A,ERYTECH Pharma S.A,US29604W1080,Germany,F,EUR,Common Stock
2E7,Everbridge Inc,US29978A1043,Germany,F,EUR,Common Stock
2EJ,BIANCAMANO S.P.A. EO -01,IT0004095888,Germany,F,EUR,Common Stock
2ET,ETALON GROUP GDR REGS 1,US29760G1031,Germany,F,EUR,Common Stock
2EY,BINOVI TECHNOLOGIES CORP.,CA09076N2086,Germany,F,EUR,Common Stock
2F3A,FISSION 3.0 CORP.,CA3381242096,Germany,F,EUR,Common Stock
2F50,BIOND.PHAR.ADS/400 IL-01,US09073Q2049,Germany,F,EUR,Common Stock
2FC,Filo Mining Corp,CA31730E1016,Germany,F,EUR,Common Stock
2FJ,PIERREL S.P.A.,IT0004007560,Germany,F,EUR,Common Stock
2FU,Fission Uranium Corp,CA33812R1091,Germany,F,EUR,Common Stock
2FX,EQUALS GROUP PLC LS-01,GB00BLS0XX25,Germany,F,EUR,Common Stock
2FZ,ALELION ENERG SYST AB,SE0008348072,Germany,F,EUR,Common Stock
2GH,MERUS N.V. EO -09,NL0011606264,Germany,F,EUR,Common Stock
2GI,GIEAG,DE0005492276,Germany,F,EUR,Common Stock
2H0A,EXICURE INC. DL-0001,US30205M2008,Germany,F,EUR,Common Stock
2H2A,Two Harbors Investments Corp,US90187B4086,Germany,F,EUR,Common Stock
2H6,Horizon Global Corp,US44052W1045,Germany,F,EUR,Common Stock
2HA_old,HOMEAWAY,US84833T1034,Germany,F,EUR,Common Stock
2HD,Horizon Discovery Group plc,SE0016075691,Germany,F,EUR,Common Stock
2HM,HUMMINGBIRD RESOUR.LS-01,GB00B60BWY28,Germany,F,EUR,Common Stock
2HW0,BERGS TIMBER AB B O.N.,SE0018012932,Germany,F,EUR,Common Stock
2I8,IRC Limited,HK0000068244,Germany,F,EUR,Common Stock
2IU,BOXLIG.CORP CL.A DL-0001,US1031971096,Germany,F,EUR,Common Stock
2IU1,2IU1,US1031974066,Germany,F,EUR,Common Stock
2IV,Indivior PLC,GB00BRS65X63,Germany,F,EUR,Common Stock
2IVA,INDIVIOR PLC ADR/1,US45579E1055,Germany,F,EUR,Common Stock
2IVB,INDIVIOR PLC DL 050,GB00BN4HT335,Germany,F,EUR,Common Stock
2IW,NEW ENERGY SOLAR LTD,AU000000NEW2,Germany,F,EUR,Common Stock
2IY,CUSHMAN WAKEF. DL01,GB00BFZ4N465,Germany,F,EUR,Common Stock
2IZ,IZEA WORLDWIDE DL -0001,US46604H1059,Germany,F,EUR,Common Stock
2J4A,COLOR STAR TECH. DL-001,KYG2287A2093,Germany,F,EUR,Common Stock
2J6,MPX International Corporation,CA55344L1022,Germany,F,EUR,Common Stock
2JD,Maxar Technologies Inc,US57778K1051,Germany,F,EUR,Common Stock
2JE,Focus Financial Partners Inc,US34417P1003,Germany,F,EUR,Common Stock
2JI,BANK OF JINZHOU H YC 1,CNE1000023B0,Germany,F,EUR,Common Stock
2JJ,JIN.JIU.RU.COM.BK C.H YC1,CNE100002BG6,Germany,F,EUR,Common Stock
2JQ,Gritstone Bio Inc,US39868T1051,Germany,F,EUR,Common Stock
2JR1,JOURDAN RESOURCES INC.,CA4809014042,Germany,F,EUR,Common Stock
2JS,SPEY RESOURCES CORP.,CA84840P1027,Germany,F,EUR,Common Stock
2JT,Sitio Royalties Corp,US30607B1098,Germany,F,EUR,Common Stock
2JZ,NAVYA S.A. INH. EO-001,FR0013018041,Germany,F,EUR,Common Stock
2K6B,POWERTAP HYDRO.CAP.CORP.,CA73939X1006,Germany,F,EUR,Common Stock
2K7,TCR2 Therapeutics Inc,US87808K1060,Germany,F,EUR,Common Stock
2K90,MOMENTIVE GLOBAL DL-01,US60878Y1082,Germany,F,EUR,Common Stock
2KV,ETHER CAPITAL CORP.,CA29764T1012,Germany,F,EUR,Common Stock
2KZ,Kezar Life Sciences Inc,US49372L1008,Germany,F,EUR,Common Stock
2L3,PARADE TECHNOL.GDRSREGS 1,US6990022005,Germany,F,EUR,Common Stock
2L9,Blueprint Medicines Corp,US09627Y1091,Germany,F,EUR,Common Stock
2LA,Pipestone Energy Corp,CA7241121077,Germany,F,EUR,Common Stock
2LK,NOVA CANNABIS INC.,CA66980W1041,Germany,F,EUR,Common Stock
2LQ,ELIXXER LTD,CA28660W2004,Germany,F,EUR,Common Stock
2LW_old,William Lyon Homes,JP3298000005,Germany,F,EUR,Common Stock
2M0A,FIORE CANNABIS LTD,CA31811L1076,Germany,F,EUR,Common Stock
2M2,MCCOLLS RE.GR.(WI) LS-001,GB00BJ3VW957,Germany,F,EUR,Common Stock
2M5,POWER METAL RES. LS 0001,GB00BYWJZ743,Germany,F,EUR,Common Stock
2M9,Medidata Solutions Inc,NL0015000DC9,Germany,F,EUR,Common Stock
2MAA,MARIN SOFTWARE DL -001,US56804T2050,Germany,F,EUR,Common Stock
2MD,Model N Inc,US6075251024,Germany,F,EUR,Common Stock
2MI,Medica Group Plc,GB00BYV24996,Germany,F,EUR,Common Stock
2MK_old,MARKETO,CH0420462266,Germany,F,EUR,Common Stock
2MM,MILLENNIAL MEDIA,NL0012084479,Germany,F,EUR,Common Stock
2MN0,MONTAG.NEIGE DEVEL.EO 1-,FR00140050Q2,Germany,F,EUR,Common Stock
2MT,MONTAGE TECH GR,US04685N1037,Germany,F,EUR,Common Stock
2MV1,MAVSHACK AB,SE0005992419,Germany,F,EUR,Common Stock
2N3_old,NORTHERN GOLD,FR0004170017,Germany,F,EUR,Common Stock
2NA,MANTEX AB,SE0009663339,Germany,F,EUR,Common Stock
2NKM,Pacton Gold Inc,CA69526L4001,Germany,F,EUR,Common Stock
2NR,New Relic Inc,US64829B1008,Germany,F,EUR,Common Stock
2NU,NUTRITIONAL HIGH INTL,CA42967W1023,Germany,F,EUR,Common Stock
2NY2,ePlay Digital Inc,CA26885W1041,Germany,F,EUR,Common Stock
2O9A,RENALYTIX SP.ADS/2,US75973T1016,Germany,F,EUR,Common Stock
2OG0,GOLDSTAR MINERALS NEW,CA38153W5000,Germany,F,EUR,Common Stock
2OI,CLUB DE FUTB.INTERC. -20,ES0105606000,Germany,F,EUR,Common Stock
2OW,Silk Road Medical Inc,US82710M1009,Germany,F,EUR,Common Stock
2P1,Greenyard NV,BE0003765790,Germany,F,EUR,Common Stock
2P3,AMERICAN POTASH CORP.,CA02906A1084,Germany,F,EUR,Common Stock
2P9A,HYGROVEST LTD.,AU0000201006,Germany,F,EUR,Common Stock
2PF,EROLD S.A. EO -10,FR0010211037,Germany,F,EUR,Common Stock
2PK,GO INTERNET S.P.A.,IT0005038002,Germany,F,EUR,Common Stock
2PL,1000MERCIS INH. EO-10,FR0010285965,Germany,F,EUR,Common Stock
2PZ,PLAZZA AG NAM. A SF-50,CH0284142913,Germany,F,EUR,Common Stock
2Q0,AMPD Ventures Inc,CA00175D1006,Germany,F,EUR,Common Stock
2Q3,9 Meters Biopharma Inc,US6544051096,Germany,F,EUR,Common Stock
2Q3A,9 METERS BIOPHARM.DL-001,US6544052086,Germany,F,EUR,Common Stock
2Q5,ENOCHIAN BIOSCI. DL-0001,US29350E1047,Germany,F,EUR,Common Stock
2QL0,FIRE+FLOWERS HLDGS CORP.,CA3181083054,Germany,F,EUR,Common Stock
2QM0,MEDIGUS SP.ADR/15 IL-01,US58471G4091,Germany,F,EUR,Common Stock
2QV0,CHEMOMAB THERAP. ADR/20,US16385C1045,Germany,F,EUR,Common Stock
2R3,Reata Pharmaceuticals Inc,US75615P1030,Germany,F,EUR,Common Stock
2R4,MISSION READY SOLUTIONS,CA60511F1027,Germany,F,EUR,Common Stock
2R8,Ritchie Bros. Auctioneers Incorporated,CA7677441056,Germany,F,EUR,Common Stock
2RF,RedFlow Limited,AU000000RFX8,Germany,F,EUR,Common Stock
2RH,RedHill Biopharma Ltd,US7574681034,Germany,F,EUR,Common Stock
2RJ,Phunware Inc,US71948P1003,Germany,F,EUR,Common Stock
2RS,MINEHUB TECHNOLOGIES INC.,CA60273M1059,Germany,F,EUR,Common Stock
2RW,ReWalk Robotics Ltd,IL0011331076,Germany,F,EUR,Common Stock
2RY,CHINA SXT PHARMAC.DL-004,VGG2161P1320,Germany,F,EUR,Common Stock
2RZ,POSEIDA THERAP. DL-0001,US73730P1084,Germany,F,EUR,Common Stock
2S1_old,Vard Holdings Limited,CA00927V2003,Germany,F,EUR,Common Stock
2SA0,SALMONES CAMANCHACA S.A.,NO0012451915,Germany,F,EUR,Common Stock
2SL,NORSE IMPACT AB,SE0006261038,Germany,F,EUR,Common Stock
2SX,Scpharmaceuticals Inc,US8106481059,Germany,F,EUR,Common Stock
2T3,Safehold Inc,US78645L1008,Germany,F,EUR,Common Stock
2TE,VERICITY INC. DL-001,US92347D1000,Germany,F,EUR,Common Stock
2TR,Terrace Energy Corp,CA88103M3003,Germany,F,EUR,Common Stock
2TS,Tile Shop Holdings Inc,US88677Q1094,Germany,F,EUR,Common Stock
2TS0,Tile Shop Holdings Inc.,US88677Q2084,Germany,F,EUR,Common Stock
2TX,ASENSUS SURGICAL DL-001,US04367G1031,Germany,F,EUR,Common Stock
2U1,2U Inc,US90214J1016,Germany,F,EUR,Common Stock
2U3,2U3,CH0432492467,Germany,F,EUR,Common Stock
2UC,CHICKEN SOUP FTSE A,US16842Q1004,Germany,F,EUR,Common Stock
2UE,HERITAGE CANNABIS HLDGS,CA42727B1094,Germany,F,EUR,Common Stock
2UH,ANGI Homeservices Inc,US00183L1026,Germany,F,EUR,Common Stock
2UO,HAPPINESS DEV. GRP -01,KYG4289N2050,Germany,F,EUR,Common Stock
2US,NextCure Inc,US65343E1082,Germany,F,EUR,Common Stock
2UV,Applied Therapeutics Inc,US03828A1016,Germany,F,EUR,Common Stock
2V0_old,MARBLE FINANCIAL INC.,CA5660551097,Germany,F,EUR,Common Stock
2VB,Provention Bio Inc,US74374N1028,Germany,F,EUR,Common Stock
2VL,GOOD NATURED PRODUCTS,CA38210L1094,Germany,F,EUR,Common Stock
2VP0,INDIGEN. BLOOM HEMP CORP.,CA45569M1095,Germany,F,EUR,Common Stock
2VS,Verastem Inc,US92337C1045,Germany,F,EUR,Common Stock
2VT,Lipocine Inc,US53630X1046,Germany,F,EUR,Common Stock
2W6,Mustang Bio Inc,US62818Q1040,Germany,F,EUR,Common Stock
2WP_old,World Point Terminals LP,US73757R1023,Germany,F,EUR,Common Stock
2WT,PUJIANG INTERNAT. DL-01,KYG7306U1022,Germany,F,EUR,Common Stock
2XA,AA plc,LU2355630455,Germany,F,EUR,Common Stock
2XI,Xiwang Special Steel Company Limited,HK0000101367,Germany,F,EUR,Common Stock
2XJ0,AVALON GLOBOC.NEW -0001,US05344R2031,Germany,F,EUR,Common Stock
2XK,SHANGHAI DONGZ.AUT.H YC 1,CNE100003HX6,Germany,F,EUR,Common Stock
2XM,NGEX MINERALS LTD.,CA65343P1036,Germany,F,EUR,Common Stock
2XX,XXL ASA A NK -40,NO0010716863,Germany,F,EUR,Common Stock
2XY,SciPlay Corporation,US8090871091,Germany,F,EUR,Common Stock
2Y1,CHINA TOWER CORP. H YC 1,CNE100003688,Germany,F,EUR,Common Stock
2Y3,Bionano Genomics Inc,US09075F1075,Germany,F,EUR,Common Stock
2YJ,MY SIZE INC DL-001,US62844N3070,Germany,F,EUR,Common Stock
2YK,ANTARES VISION SPA O.N.,IT0005366601,Germany,F,EUR,Common Stock
2YV,CAPITAL PARK SA ZY 1,PLCPPRK00037,Germany,F,EUR,Common Stock
2ZN,"Star Micronics Co., Ltd.",JP3399000003,Germany,F,EUR,Common Stock
2ZR,BRAVEHEART RES,CA10566L1085,Germany,F,EUR,Common Stock
2ZS,HEADHUNTER GRP (SP.ADR)/1,US42207L1061,Germany,F,EUR,Common Stock
2ZT,ACHETER-LOUER EO 145612,FR001400BJ77,Germany,F,EUR,Common Stock
2ZU,Zuora Inc,US98983V1061,Germany,F,EUR,Common Stock
303,CENTR Brands Corp,CA15234A1030,Germany,F,EUR,Common Stock
304,Cover Technologies Inc,CA22289X2023,Germany,F,EUR,Common Stock
3080,CONFORMIS NEW DL-00001,US20717E2000,Germany,F,EUR,Common Stock
30E,Envestnet Inc,US29404K1060,Germany,F,EUR,Common Stock
30R,MultiChoice Group Limited,ZAE000265971,Germany,F,EUR,Common Stock
30R0,MULTICHOICE GR.ADR RC-02,US62548D1000,Germany,F,EUR,Common Stock
30T,TechnoPro Holdings Inc,JP3545240008,Germany,F,EUR,Common Stock
30X,CRAYON GROUP HOLDING NK 1,NO0010808892,Germany,F,EUR,Common Stock
30X0,CRAYON GRP.HLDG ADR/050,US22522Q1058,Germany,F,EUR,Common Stock
317A,STINGRAY GROUP INC.,CA86084H1001,Germany,F,EUR,Common Stock
31A,ALBERTA OILSANDS,BE0974387194,Germany,F,EUR,Common Stock
31B,Benchmark Holdings plc,GB00BGHPT808,Germany,F,EUR,Common Stock
31D1,Datwyler Holding AG,CH0030486770,Germany,F,EUR,Common Stock
31V,Vinda International Holdings Limited,KYG9361V1086,Germany,F,EUR,Common Stock
31Y,YONG XIN INTL HLDGS,US61775R1059,Germany,F,EUR,Common Stock
31Z,Katanga Mining Limited,PLZYWIC00016,Germany,F,EUR,Common Stock
329,CRADLE RESOURCES LTD,AU000000CXX3,Germany,F,EUR,Common Stock
32B,BIALETTI INDUSTRIE,IT0004222102,Germany,F,EUR,Common Stock
32GA,Thunderbird Entertainment Group Inc,CA88605U1075,Germany,F,EUR,Common Stock
32N,New Gold Inc,CA6445351068,Germany,F,EUR,Common Stock
32W,CODIAK BIOSCIENCEDL-0001,US1920101060,Germany,F,EUR,Common Stock
331,TRICON RESIDENTIAL INC.,CA89612W1023,Germany,F,EUR,Common Stock
333,Decheng Technology AG,DE000A1YDDM9,Germany,F,EUR,Common Stock
336P,Hepion Pharmaceuticals Inc,US4268971045,Germany,F,EUR,Common Stock
337,Corbus Pharmaceuticals Holding,US21833P1030,Germany,F,EUR,Common Stock
33A,Acacia Mining plc,SE0009997331,Germany,F,EUR,Common Stock
33H2,TRENCH METALS CORP. A,CA89485U1003,Germany,F,EUR,Common Stock
33O,SPOT COFFEE (CANADA) LTD,CA84921K1057,Germany,F,EUR,Common Stock
33Q_old,Qunxing Paper Holdings Co Ltd,US33751L1052,Germany,F,EUR,Common Stock
33R,ROME RESOURCES,CA7759011017,Germany,F,EUR,Common Stock
34IA_old,ACME RESOURCES,CA00827Y1060,Germany,F,EUR,Common Stock
34LA,Alpine Immune Sciences Inc,US02083G1004,Germany,F,EUR,Common Stock
3510,LIVEONE INC. DL-001,US53814X1028,Germany,F,EUR,Common Stock
358,BALLYS CORP. DL-01,US05875B1061,Germany,F,EUR,Common Stock
35D_old,THE DOLAN,CA2446331035,Germany,F,EUR,Common Stock
35H,Homology Medicines Inc,US4380831077,Germany,F,EUR,Common Stock
35L,PHERECYDES PHARMA EO 1,FR0011651694,Germany,F,EUR,Common Stock
35OB,Sculptor Capital Management Inc,US8112461079,Germany,F,EUR,Common Stock
35S,SHANTA GOLD,GB00B0CGR828,Germany,F,EUR,Common Stock
35V,VEON Ltd,US91822M1062,Germany,F,EUR,Common Stock
35X,AgroFresh Solutions Inc,US00856G1094,Germany,F,EUR,Common Stock
366,AzurRx BioPharma Inc,US33749P2002,Germany,F,EUR,Common Stock
36A_old,athenahealth Inc,US9046772003,Germany,F,EUR,Common Stock
36C,The Container Store Group Inc,US2107511030,Germany,F,EUR,Common Stock
36D,FOLLI FOLLIE EO 030,GRS294003009,Germany,F,EUR,Common Stock
36G,GBM RESOURCES LTD,AU000000GBZ5,Germany,F,EUR,Common Stock
36M,SHOCKWAVE MEDICAL DL-001,US82489T1043,Germany,F,EUR,Common Stock
36N0,ABAXX TECHNOLOGIES INC.,CA00258V1004,Germany,F,EUR,Common Stock
36Q,TOUGHBUILT IND. DL-0001,US89157G8841,Germany,F,EUR,Common Stock
36R,REX ENERGY,NO0010920945,Germany,F,EUR,Common Stock
36S,Oliver's Real Food Limited,AU000000OLI4,Germany,F,EUR,Common Stock
36Z_old,ZingMobile Group Ltd,US68621T1025,Germany,F,EUR,Common Stock
37A,East West Petroleum Corp,CA27580T1075,Germany,F,EUR,Common Stock
37M,MRC Global Inc,US55345K1034,Germany,F,EUR,Common Stock
37S0,SPINEWAY EO -05,FR001400BVK2,Germany,F,EUR,Common Stock
37TA,Forte Biosciences Inc,US34962G1094,Germany,F,EUR,Common Stock
37V,VERB TE.CO.INC DL-0001,US92337U1043,Germany,F,EUR,Common Stock
37W,Equitrans Midstream Corporation,US2946001011,Germany,F,EUR,Common Stock
37Z,INTELIQUENT,US01671P1003,Germany,F,EUR,Common Stock
384A,CHROMOGENICS AB O.N.,SE0014730719,Germany,F,EUR,Common Stock
38G,GAS NATURAL,CA85209J1084,Germany,F,EUR,Common Stock
38H,HS GOVTECH SOLUTIONS INC.,CA40453C1014,Germany,F,EUR,Common Stock
3970,ELOXX PHARMAC.NEW DL-01,US29014R2022,Germany,F,EUR,Common Stock
39A,Applus Services S.A,ES0105022000,Germany,F,EUR,Common Stock
39J,Sinotrans Shipping Limited,US53632A2015,Germany,F,EUR,Common Stock
39K,Centogene N.V,NL0014040206,Germany,F,EUR,Common Stock
39L,PetIQ Inc,US71639T1060,Germany,F,EUR,Common Stock
39Q,Lian Beng Group Ltd,SG1G55870362,Germany,F,EUR,Common Stock
3A01,Amyris Inc,US03236M2008,Germany,F,EUR,Common Stock
3A2,AVZ Minerals Limited,AU000000AVZ6,Germany,F,EUR,Common Stock
3AI,Alteryx Inc,US02156B1035,Germany,F,EUR,Common Stock
3AJ_old,KETTLE RIVER RES,SE0012141687,Germany,F,EUR,Common Stock
3AQ,E-THERAPEUTICS PLC,GB00B2823H99,Germany,F,EUR,Common Stock
3AR,Argo Group International Holdings Ltd,BMG0464B1072,Germany,F,EUR,Common Stock
3AT,MEDIA CENTRAL CORP. INC.,CA58440B1013,Germany,F,EUR,Common Stock
3AZ,ARIMA REAL EST.SOC. EO 10,ES0105376000,Germany,F,EUR,Common Stock
3B5_old,Everbank Financial Corp,NL0012768675,Germany,F,EUR,Common Stock
3B6A,Canacol Energy Ltd,CA1348082035,Germany,F,EUR,Common Stock
3BE,TRINITY EXP.+PROD.DL 001,GB00BN7CJ686,Germany,F,EUR,Common Stock
3BG,U-BLOX HLDG N,CH0033361673,Germany,F,EUR,Common Stock
3CC,Canasil Resources Inc,CA13723D1006,Germany,F,EUR,Common Stock
3CG,Orea Mining Corp,CA6857821046,Germany,F,EUR,Common Stock
3CH,CHELSEA THERAPEUTIC,AU000000CGC2,Germany,F,EUR,Common Stock
3CJ_old,CONSTANT CNTACT,PLCRPJR00019,Germany,F,EUR,Common Stock
3CT0,LYNX GLOBAL DIGITAL FINL.,CA55183P1071,Germany,F,EUR,Common Stock
3CW,Countrywide plc,JP3681000000,Germany,F,EUR,Common Stock
3CZ,ECIT AS NK 1,NO0010939804,Germany,F,EUR,Common Stock
3D7,WILLOW BIOSCIENCES,CA97111B4047,Germany,F,EUR,Common Stock
3DH,Domain Holdings Australia Limited,AU000000DHG9,Germany,F,EUR,Common Stock
3DMA,KINTARA THER. NEW DL-001,US49720K2006,Germany,F,EUR,Common Stock
3DW,DP World PLC,AEDFXA0M6V00,Germany,F,EUR,Common Stock
3EE0,KANCERA AB,SE0015658570,Germany,F,EUR,Common Stock
3EM,MINIM INC. DL-01,US60365W1027,Germany,F,EUR,Common Stock
3EV,Blucora Inc,US0952291005,Germany,F,EUR,Common Stock
3EW,DUNDEE ENERGY,GB00BYZQM590,Germany,F,EUR,Common Stock
3F8,Q-linea AB (publ),SE0011527845,Germany,F,EUR,Common Stock
3FH,Buffalo Coal Corp,CA1194421014,Germany,F,EUR,Common Stock
3FI,FUSION-IO,CA35805P1071,Germany,F,EUR,Common Stock
3FN,Adriatic Metals Plc,AU0000004772,Germany,F,EUR,Common Stock
3FNA,ADRIATIC METALS LS-013355,GB00BL0L5G04,Germany,F,EUR,Common Stock
